ONET_SOC_CODE,Title,education_required_level_ranked,education_importance_ranked,education_required_quantity_ranked,education_category_10_required_level_value,education_category_10_required_quantity_value,education_category_11_required_level_value,education_category_11_required_quantity_value,education_category_12_required_level_value,education_category_12_required_quantity_value,education_category_1_required_level_value,education_category_1_required_quantity_value,education_category_2_required_level_value,education_category_2_required_quantity_value,education_category_3_required_level_value,education_category_3_required_quantity_value,education_category_4_required_level_value,education_category_4_required_quantity_value,education_category_5_required_level_value,education_category_5_required_quantity_value,education_category_6_required_level_value,education_category_6_required_quantity_value,education_category_7_required_level_value,education_category_7_required_quantity_value,education_category_8_required_level_value,education_category_8_required_quantity_value,education_category_9_required_level_value,education_category_9_required_quantity_value
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",category_1|category_2|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,40.99,,38.42,,20.59,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
47-2072.00,Pile Driver Operators,category_2|category_3|category_1|category_4|category_5,,,0.0,,0.0,,0.0,,18.59,,52.59,,20.95,,7.88,,0.0,,0.0,,0.0,,0.0,,0.0,
47-2073.00,Operating Engineers and Other Construction Equipment Operators,category_2|category_4|category_1|category_3|category_5,,,0.0,,0.0,,0.0,,1.39,,81.72,,0.55,,16.34,,0.0,,0.0,,0.0,,0.0,,0.0,
47-2081.00,Drywall and Ceiling Tile Installers,category_1|category_2|category_3|category_4|category_6,,,0.0,,0.0,,0.0,,41.87,,24.36,,19.3,,9.65,,0.0,,4.82,,0.0,,0.0,,0.0,
47-2082.00,Tapers,,,category_2|category_1|category_3|category_4|category_5,,0.0,,0.0,,0.0,,25.27,,58.79,,15.94,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
47-2111.00,Electricians,category_3|category_2|category_1|category_4|category_5,,,1.31,,0.0,,0.0,,2.31,,30.58,,61.71,,2.31,,1.79,,0.0,,0.0,,0.0,,0.0,
47-2121.00,Glaziers,category_2|category_1|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,35.77,,44.16,,12.0,,8.08,,0.0,,0.0,,0.0,,0.0,,0.0,
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",category_2|category_1|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,29.37,,68.21,,2.42,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
47-2132.00,"Insulation Workers, Mechanical",category_2|category_3|category_1|category_4|category_5,,,0.0,,0.0,,0.0,,7.52,,71.69,,20.8,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
47-2141.00,"Painters, Construction and Maintenance",category_2|category_3|category_1|category_12|category_4,,,0.0,,0.0,,1.85,,16.28,,48.73,,33.14,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
47-2142.00,Paperhangers,category_2|category_1|category_4|category_3|category_5,,,0.0,,0.0,,0.0,,24.07,,54.08,,3.36,,18.49,,0.0,,0.0,,0.0,,0.0,,0.0,
47-2151.00,Pipelayers,category_1|category_2|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,65.4,,32.88,,1.72,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",category_3|category_2|category_5|category_1|category_4,,,0.0,,0.0,,0.0,,7.94,,34.84,,43.26,,4.63,,9.34,,0.0,,0.0,,0.0,,0.0,
47-2152.04,Solar Thermal Installers and Technicians,category_2|category_4|category_6|category_7|category_3,,,0.0,,0.0,,0.0,,0.0,,43.24,,7.52,,24.9,,1.88,,11.23,,11.23,,0.0,,0.0,
47-2161.00,Plasterers and Stucco Masons,category_1|category_2|category_3|category_5|category_4,,,0.0,,0.0,,0.0,,67.95,,27.89,,2.8,,0.0,,1.36,,0.0,,0.0,,0.0,,0.0,
47-2171.00,Reinforcing Iron and Rebar Workers,,,category_2|category_1|category_4|category_8|category_3,,0.0,,0.0,,0.0,,25.28,,45.05,,2.39,,15.68,,0.0,,0.0,,0.0,,11.6,,0.0
47-2181.00,Roofers,,,category_2|category_1|category_4|category_3|category_5,,0.0,,0.0,,0.0,,36.03,,58.38,,0.0,,5.59,,0.0,,0.0,,0.0,,0.0,,0.0
47-2211.00,Sheet Metal Workers,category_2|category_3|category_1|category_4|category_5,,,0.0,,0.0,,0.0,,7.2,,49.0,,43.81,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
47-2221.00,Structural Iron and Steel Workers,,,category_2|category_1|category_6|category_3|category_4,,0.0,,0.0,,0.0,,37.92,,48.45,,3.23,,3.23,,0.0,,7.17,,0.0,,0.0,,0.0
47-2231.00,Solar Photovoltaic Installers,category_3|category_2|category_6|category_1|category_5,,,0.0,,0.0,,0.0,,10.97,,33.71,,36.91,,0.0,,3.38,,13.94,,0.0,,1.1,,0.0,
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",category_2|category_1|category_3|category_10|category_4,,,6.23,,0.0,,0.0,,24.19,,58.01,,11.57,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
47-3012.00,Helpers--Carpenters,,,category_2|category_1|category_3|category_5|category_4,,0.0,,0.0,,0.0,,30.92,,60.75,,6.74,,0.0,,1.59,,0.0,,0.0,,0.0,,0.0
47-3013.00,Helpers--Electricians,category_2|category_3|category_1|category_4|category_5,,,0.0,,0.0,,0.0,,10.71,,70.79,,13.03,,2.84,,1.33,,1.3,,0.0,,0.0,,0.0,
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",category_1|category_2|category_3|category_5|category_4,,,0.0,,0.0,,0.0,,68.24,,26.19,,3.68,,0.49,,1.4,,0.0,,0.0,,0.0,,0.0,
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",category_2|category_3|category_8|category_4|category_1,,,0.0,,0.0,,0.0,,5.6,,48.69,,26.83,,9.18,,0.0,,0.0,,0.0,,9.69,,0.0,
47-3016.00,Helpers--Roofers,,,category_2|category_1|category_4|category_3|category_5,,0.0,,0.0,,0.0,,29.96,,46.14,,11.82,,12.08,,0.0,,0.0,,0.0,,0.0,,0.0
47-4011.00,Construction and Building Inspectors,category_2|category_3|category_6|category_4|category_5,,,0.0,,0.0,,0.0,,0.0,,36.0,,36.0,,4.0,,4.0,,16.0,,0.0,,4.0,,0.0,
47-4011.01,Energy Auditors,category_2|category_3|category_6|category_1|category_5,,,0.0,,0.0,,0.0,,6.9,,34.48,,31.03,,0.0,,3.45,,20.69,,0.0,,3.45,,0.0,
47-4021.00,Elevator and Escalator Installers and Repairers,category_2|category_3|category_5|category_4|category_6,,,0.0,,0.0,,0.0,,0.0,,47.49,,47.14,,0.49,,4.54,,0.34,,0.0,,0.0,,0.0,
47-4031.00,Fence Erectors,category_2|category_1|category_4|category_3|category_5,,,0.0,,0.0,,0.0,,29.4,,47.51,,1.01,,22.07,,0.0,,0.0,,0.0,,0.0,,0.0,
47-4041.00,Hazardous Materials Removal Workers,,,category_1|category_2|category_4|category_6|category_3,,0.0,,0.0,,0.0,,45.82,,33.26,,3.55,,12.71,,0.0,,4.65,,0.0,,0.0,,0.0
47-4051.00,Highway Maintenance Workers,category_2|category_1|category_5|category_3|category_4,,,0.0,,0.0,,0.0,,5.21,,88.29,,1.43,,0.0,,5.07,,0.0,,0.0,,0.0,,0.0,
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,,,category_2|category_1|category_5|category_6|category_3,,0.0,,0.0,,0.0,,26.16,,67.84,,0.85,,0.0,,2.58,,2.57,,0.0,,0.0,,0.0
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,category_2|category_1|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,37.08,,40.44,,22.13,,0.34,,0.0,,0.0,,0.0,,0.0,,0.0,
47-4091.00,Segmental Pavers,category_2|category_3|category_1|category_4|category_5,,,0.0,,0.0,,0.0,,6.57,,58.91,,30.89,,2.83,,0.8,,0.0,,0.0,,0.0,,0.0,
47-4099.03,Weatherization Installers and Technicians,category_2|category_3|category_4|category_1|category_5,,,0.0,,0.0,,0.0,,0.0,,60.87,,30.43,,8.7,,0.0,,0.0,,0.0,,0.0,,0.0,
47-5011.00,"Derrick Operators, Oil and Gas",category_1|category_2|category_3|category_5|category_4,,,0.0,,0.0,,0.0,,68.54,,22.91,,4.94,,0.0,,3.6,,0.0,,0.0,,0.0,,0.0,
47-5012.00,"Rotary Drill Operators, Oil and Gas",category_1|category_2|category_4|category_3|category_6,,,0.0,,0.0,,0.0,,31.11,,28.74,,9.08,,22.15,,0.0,,8.91,,0.0,,0.0,,0.0,
47-5013.00,"Service Unit Operators, Oil and Gas",category_2|category_1|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,37.0,,63.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",category_2|category_1|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,23.17,,71.12,,5.71,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
47-5023.00,"Earth Drillers, Except Oil and Gas",category_2|category_1|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,15.07,,72.77,,12.15,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",category_2|category_3|category_4|category_1|category_5,,,0.0,,0.0,,0.0,,4.17,,62.5,,20.83,,8.33,,4.17,,0.0,,0.0,,0.0,,0.0,
47-5041.00,Continuous Mining Machine Operators,category_2|category_3|category_4|category_1|category_5,,,0.0,,0.0,,0.0,,3.96,,81.27,,9.64,,5.13,,0.0,,0.0,,0.0,,0.0,,0.0,
47-5043.00,"Roof Bolters, Mining",category_2|category_1|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,13.29,,86.71,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",category_2|category_1|category_3|category_5|category_4,,,0.0,,0.0,,0.0,,39.96,,52.59,,6.15,,0.0,,1.3,,0.0,,0.0,,0.0,,0.0,
47-5051.00,"Rock Splitters, Quarry",category_1|category_2|category_10|category_3|category_4,,,18.98,,0.0,,0.0,,49.54,,31.48,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
47-5071.00,"Roustabouts, Oil and Gas",category_1|category_2|category_5|category_3|category_4,,,0.0,,0.0,,0.0,,64.13,,35.49,,0.0,,0.0,,0.38,,0.0,,0.0,,0.0,,0.0,
47-5081.00,Helpers--Extraction Workers,category_2|category_3|category_5|category_1|category_4,,,0.0,,0.0,,0.0,,0.0,,96.59,,1.71,,0.0,,1.71,,0.0,,0.0,,0.0,,0.0,
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",category_2|category_4|category_3|category_6|category_5,,,0.0,,2.05,,0.0,,3.05,,54.15,,13.08,,16.91,,3.2,,7.57,,0.0,,0.0,,0.0,
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",,,category_2|category_3|category_8|category_5|category_1,,0.0,,0.0,,0.0,,0.0,,46.46,,25.58,,0.0,,10.61,,0.0,,0.0,,17.35,,0.0
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",category_2|category_3|category_4|category_5|category_6,,,0.0,,0.0,,0.0,,4.17,,30.71,,21.68,,18.01,,15.67,,9.75,,0.0,,0.0,,0.0,
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",,,category_3|category_2|category_5|category_6|category_4,,0.0,,0.0,,0.0,,0.0,,39.42,,41.27,,0.9,,9.47,,8.93,,0.0,,0.0,,0.0
49-2091.00,Avionics Technicians,category_3|category_2|category_5|category_4|category_6,,,0.0,,0.0,,0.0,,0.0,,18.2,,49.95,,12.21,,16.31,,3.33,,0.0,,0.0,,0.0,
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",category_3|category_2|category_5|category_4|category_1,,,0.0,,0.0,,0.0,,1.86,,30.93,,39.17,,8.28,,19.77,,0.0,,0.0,,0.0,,0.0,
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",category_3|category_2|category_7|category_5|category_1,,,0.0,,0.0,,0.0,,0.0,,28.33,,47.69,,0.0,,9.63,,0.0,,14.35,,0.0,,0.0,
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",category_5|category_3|category_2|category_1|category_4,,,0.0,,0.0,,0.0,,0.0,,22.02,,32.27,,0.0,,45.71,,0.0,,0.0,,0.0,,0.0,
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",category_3|category_5|category_4|category_2|category_6,,,0.0,,0.0,,0.0,,0.0,,8.18,,50.33,,11.19,,27.91,,2.39,,0.0,,0.0,,0.0,
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",category_3|category_2|category_5|category_1|category_4,,,0.0,,0.0,,0.0,,2.39,,44.78,,47.4,,1.12,,4.31,,0.0,,0.0,,0.0,,0.0,
49-2097.00,Audiovisual Equipment Installers and Repairers,category_2|category_4|category_5|category_1|category_6,,,0.0,,0.0,,0.0,,12.18,,38.35,,2.27,,27.55,,14.43,,5.23,,0.0,,0.0,,0.0,
49-2098.00,Security and Fire Alarm Systems Installers,category_3|category_2|category_4|category_5|category_1,,,0.0,,0.0,,0.0,,0.0,,41.41,,48.58,,8.41,,1.6,,0.0,,0.0,,0.0,,0.0,
49-3011.00,Aircraft Mechanics and Service Technicians,category_3|category_5|category_2|category_4|category_6,,,0.0,,0.0,,0.0,,0.0,,10.02,,66.17,,8.12,,15.06,,0.63,,0.0,,0.0,,0.0,
49-3021.00,Automotive Body and Related Repairers,category_2|category_3|category_1|category_4|category_5,,,0.0,,0.0,,0.0,,23.35,,41.99,,34.65,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
49-3022.00,Automotive Glass Installers and Repairers,category_2|category_1|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,9.12,,89.5,,1.37,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
49-3023.00,Automotive Service Technicians and Mechanics,,,category_3|category_1|category_2|category_4|category_5,,0.0,,0.0,,0.0,,30.48,,26.36,,32.38,,10.78,,0.0,,0.0,,0.0,,0.0,,0.0
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,category_3|category_2|category_4|category_1|category_5,,,0.0,,0.0,,0.0,,1.0,,36.89,,39.49,,21.94,,0.67,,0.0,,0.0,,0.0,,0.0,
49-3041.00,Farm Equipment Mechanics and Service Technicians,category_3|category_2|category_5|category_4|category_1,,,0.0,,0.0,,0.0,,0.52,,43.29,,51.53,,1.65,,3.01,,0.0,,0.0,,0.0,,0.0,
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",category_3|category_2|category_4|category_5|category_1,,,0.0,,0.0,,0.0,,2.65,,29.63,,54.58,,7.87,,5.28,,0.0,,0.0,,0.0,,0.0,
49-3043.00,Rail Car Repairers,category_2|category_3|category_5|category_1|category_4,,,0.0,,0.0,,0.0,,0.0,,61.41,,37.62,,0.0,,0.96,,0.0,,0.0,,0.0,,0.0,
49-3051.00,Motorboat Mechanics and Service Technicians,category_3|category_2|category_4|category_1|category_5,,,0.0,,0.0,,0.0,,6.61,,23.62,,53.7,,11.53,,4.54,,0.0,,0.0,,0.0,,0.0,
49-3052.00,Motorcycle Mechanics,category_3|category_2|category_6|category_5|category_10,,,1.27,,0.0,,0.0,,0.0,,25.73,,59.58,,0.0,,3.95,,9.47,,0.0,,0.0,,0.0,
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,category_2|category_4|category_3|category_1|category_5,,,0.0,,0.0,,0.0,,12.22,,48.05,,12.46,,27.27,,0.0,,0.0,,0.0,,0.0,,0.0,
49-3091.00,Bicycle Repairers,,,category_2|category_4|category_1|category_5|category_3,,0.0,,0.0,,0.0,,11.38,,67.93,,0.0,,18.55,,2.14,,0.0,,0.0,,0.0,,0.0
49-3092.00,Recreational Vehicle Service Technicians,category_1|category_2|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,46.26,,31.61,,20.58,,1.55,,0.0,,0.0,,0.0,,0.0,,0.0,
49-3093.00,Tire Repairers and Changers,,,category_2|category_1|category_3|category_4|category_5,,0.0,,0.0,,0.0,,26.25,,47.91,,20.29,,5.56,,0.0,,0.0,,0.0,,0.0,,0.0
49-9011.00,Mechanical Door Repairers,,,category_2|category_1|category_5|category_3|category_4,,0.0,,0.0,,0.0,,19.24,,80.11,,0.0,,0.0,,0.65,,0.0,,0.0,,0.0,,0.0
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",category_2|category_3|category_5|category_4|category_6,,,0.0,,0.0,,0.0,,0.0,,46.98,,41.84,,2.99,,6.75,,1.44,,0.0,,0.0,,0.0,
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",,,category_2|category_3|category_1|category_4|category_5,,0.0,,0.0,,0.0,,0.0,,54.26,,45.74,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
49-9031.00,Home Appliance Repairers,category_2|category_3|category_1|category_5|category_4,,,0.0,,0.0,,0.0,,7.62,,68.97,,20.34,,0.0,,3.08,,0.0,,0.0,,0.0,,0.0,
49-9041.00,Industrial Machinery Mechanics,category_3|category_2|category_5|category_1|category_4,,,0.0,,0.0,,0.0,,0.0,,39.09,,47.22,,0.0,,13.7,,0.0,,0.0,,0.0,,0.0,
49-9043.00,"Maintenance Workers, Machinery",category_3|category_2|category_5|category_7|category_1,,,0.0,,0.0,,0.0,,0.0,,40.73,,54.1,,0.0,,2.59,,0.0,,2.59,,0.0,,0.0,
49-9044.00,Millwrights,category_2|category_3|category_4|category_1|category_5,,,0.0,,0.0,,0.0,,4.55,,45.45,,36.36,,9.09,,4.55,,0.0,,0.0,,0.0,,0.0,
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",category_2|category_3|category_4|category_1|category_5,,,0.0,,0.0,,0.0,,0.8,,74.85,,17.27,,7.08,,0.0,,0.0,,0.0,,0.0,,0.0,
49-9051.00,Electrical Power-Line Installers and Repairers,category_2|category_3|category_1|category_4|category_10,,,2.81,,0.0,,0.0,,18.08,,50.29,,18.88,,9.94,,0.0,,0.0,,0.0,,0.0,,0.0,
49-9052.00,Telecommunications Line Installers and Repairers,,,category_2|category_3|category_5|category_1|category_6,,0.0,,0.0,,0.0,,2.69,,78.28,,13.45,,0.0,,3.72,,1.86,,0.0,,0.0,,0.0
49-9061.00,Camera and Photographic Equipment Repairers,category_2|category_3|category_1|category_4|category_5,,,0.0,,0.0,,0.0,,13.33,,32.31,,28.48,,10.8,,7.99,,7.08,,0.0,,0.0,,0.0,
49-9062.00,Medical Equipment Repairers,category_5|category_2|category_3|category_4|category_1,,,0.0,,0.0,,0.0,,0.0,,34.72,,13.28,,12.67,,39.32,,0.0,,0.0,,0.0,,0.0,
49-9063.00,Musical Instrument Repairers and Tuners,category_3|category_1|category_2|category_6|category_4,,,0.0,,0.0,,0.0,,18.18,,9.09,,54.55,,4.55,,4.55,,9.09,,0.0,,0.0,,0.0,
49-9064.00,Watch and Clock Repairers,category_3|category_2|category_5|category_4|category_7,,,0.0,,0.0,,0.0,,1.22,,22.37,,45.76,,7.51,,21.45,,0.0,,1.68,,0.0,,0.0,
49-9071.00,"Maintenance and Repair Workers, General",category_3|category_2|category_4|category_5|category_8,,,0.0,,0.0,,0.0,,1.08,,24.94,,62.97,,6.62,,2.85,,0.35,,0.0,,1.17,,0.0,
49-9081.00,Wind Turbine Service Technicians,category_3|category_2|category_4|category_5|category_1,,,0.0,,0.0,,0.0,,0.0,,28.74,,34.42,,21.78,,15.07,,0.0,,0.0,,0.0,,0.0,
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",category_2|category_3|category_5|category_1|category_4,,,0.0,,0.0,,0.0,,0.0,,91.61,,7.58,,0.0,,0.81,,0.0,,0.0,,0.0,,0.0,
49-9092.00,Commercial Divers,,,category_3|category_5|category_4|category_2|category_1,,0.0,,0.0,,0.0,,0.0,,3.79,,67.81,,5.53,,22.87,,0.0,,0.0,,0.0,,0.0
49-9094.00,Locksmiths and Safe Repairers,category_2|category_3|category_1|category_4|category_6,,,3.85,,0.0,,0.0,,7.69,,61.54,,15.38,,7.69,,0.0,,3.85,,0.0,,0.0,,0.0,
49-9095.00,Manufactured Building and Mobile Home Installers,category_1|category_2|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,59.23,,39.53,,1.24,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
49-9096.00,Riggers,category_2|category_1|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,21.17,,62.85,,15.98,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
49-9097.00,Signal and Track Switch Repairers,category_1|category_2|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,33.98,,28.74,,23.78,,9.63,,3.87,,0.0,,0.0,,0.0,,0.0,
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",category_2|category_5|category_3|category_4|category_1,,,0.0,,0.0,,0.0,,2.29,,31.74,,23.48,,17.34,,25.12,,0.01,,0.0,,0.0,,0.0,
49-9099.01,Geothermal Technicians,category_2|category_3|category_4|category_5|category_1,,,0.0,,0.0,,0.0,,0.0,,65.75,,20.48,,12.25,,1.52,,0.0,,0.0,,0.0,,0.0,
51-1011.00,First-Line Supervisors of Production and Operating Workers,category_2|category_4|category_1|category_5|category_6,,,0.0,,0.0,,0.0,,14.17,,32.83,,11.6,,14.96,,13.62,,11.96,,0.0,,0.86,,0.0,
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",category_2|category_3|category_6|category_5|category_1,,,0.0,,0.0,,0.0,,3.23,,54.84,,15.66,,0.64,,9.98,,15.65,,0.0,,0.0,,0.0,
51-2021.00,"Coil Winders, Tapers, and Finishers",category_2|category_3|category_1|category_5|category_4,,,0.0,,0.0,,0.0,,1.64,,57.18,,40.87,,0.0,,0.3,,0.0,,0.0,,0.0,,0.0,
51-2022.00,Electrical and Electronic Equipment Assemblers,,,category_2|category_1|category_6|category_3|category_4,,0.0,,0.0,,0.0,,34.76,,45.95,,2.14,,0.49,,0.11,,16.55,,0.0,,0.0,,0.0
51-2023.00,Electromechanical Equipment Assemblers,category_2|category_5|category_4|category_3|category_11,,,0.0,,0.58,,0.0,,0.0,,52.73,,10.77,,16.88,,19.04,,0.0,,0.0,,0.0,,0.0,
51-2031.00,Engine and Other Machine Assemblers,category_2|category_3|category_1|category_8|category_4,,,0.0,,0.0,,0.0,,11.15,,64.05,,12.88,,4.72,,0.0,,0.0,,0.0,,7.2,,0.0,
51-2041.00,Structural Metal Fabricators and Fitters,category_2|category_1|category_3|category_5|category_4,,,0.0,,0.0,,0.0,,18.04,,76.67,,2.97,,0.0,,2.32,,0.0,,0.0,,0.0,,0.0,
51-2051.00,Fiberglass Laminators and Fabricators,category_2|category_1|category_4|category_6|category_3,,,0.0,,0.0,,0.0,,42.54,,45.8,,0.0,,11.02,,0.0,,0.63,,0.0,,0.0,,0.0,
51-2061.00,Timing Device Assemblers and Adjusters,category_2|category_10|category_1|category_3|category_4,,,4.16,,0.0,,0.0,,2.29,,91.37,,1.16,,1.02,,0.0,,0.0,,0.0,,0.0,,0.0,
51-2092.00,Team Assemblers,category_2|category_6|category_4|category_1|category_5,,,0.0,,0.0,,0.0,,3.78,,81.47,,0.47,,6.61,,0.94,,6.74,,0.0,,0.0,,0.0,
51-3011.00,Bakers,,,category_2|category_4|category_3|category_1|category_5,,0.0,,0.0,,0.0,,11.2,,56.94,,14.73,,17.13,,0.0,,0.0,,0.0,,0.0,,0.0
51-3021.00,Butchers and Meat Cutters,category_2|category_1|category_4|category_3|category_5,,,0.0,,0.0,,0.0,,20.36,,69.93,,2.44,,7.27,,0.0,,0.0,,0.0,,0.0,,0.0,
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",category_1|category_2|category_11|category_3|category_4,,,0.0,,1.3,,0.0,,62.44,,36.26,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
51-3023.00,Slaughterers and Meat Packers,category_2|category_1|category_4|category_3|category_5,,,0.0,,0.0,,0.0,,28.63,,60.8,,0.0,,10.57,,0.0,,0.0,,0.0,,0.0,,0.0,
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",category_2|category_1|category_4|category_3|category_5,,,0.0,,0.0,,0.0,,22.77,,60.77,,5.65,,10.81,,0.0,,0.0,,0.0,,0.0,,0.0,
51-3092.00,Food Batchmakers,category_2|category_4|category_3|category_1|category_5,,,0.0,,0.0,,0.0,,13.91,,37.83,,21.51,,26.74,,0.0,,0.0,,0.0,,0.0,,0.0,
51-3093.00,Food Cooking Machine Operators and Tenders,category_2|category_3|category_1|category_4|category_5,,,0.0,,0.0,,0.0,,0.07,,85.92,,13.96,,0.05,,0.0,,0.0,,0.0,,0.0,,0.0,
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",,,category_2|category_1|category_4|category_3|category_5,,0.0,,0.0,,0.0,,25.04,,61.18,,0.0,,13.79,,0.0,,0.0,,0.0,,0.0,,0.0
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",,,category_2|category_4|category_1|category_5|category_3,,0.0,,0.0,,0.0,,3.84,,82.44,,0.0,,12.22,,1.51,,0.0,,0.0,,0.0,,0.0
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",category_2|category_1|category_4|category_3|category_5,,,0.0,,0.0,,0.0,,12.57,,74.21,,3.36,,9.86,,0.0,,0.0,,0.0,,0.0,,0.0,
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",category_2|category_3|category_1|category_4|category_5,,,0.0,,0.0,,0.0,,0.86,,63.43,,34.85,,0.86,,0.0,,0.0,,0.0,,0.0,,0.0,
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",category_2|category_4|category_5|category_1|category_6,,,0.0,,0.0,,0.0,,9.76,,56.88,,1.94,,12.19,,12.11,,7.12,,0.0,,0.0,,0.0,
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",,,category_2|category_5|category_3|category_4|category_1,,0.0,,0.0,,0.0,,0.0,,87.2,,3.18,,1.03,,8.59,,0.0,,0.0,,0.0,,0.0
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",category_2|category_4|category_1|category_3|category_10,,,9.62,,0.0,,0.1,,18.19,,31.64,,11.58,,28.86,,0.0,,0.0,,0.0,,0.0,,0.0,
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",category_2|category_6|category_3|category_1|category_4,,,0.0,,0.0,,0.0,,9.7,,47.3,,15.03,,9.13,,0.0,,18.83,,0.0,,0.0,,0.0,
51-4041.00,Machinists,category_2|category_3|category_4|category_1|category_5,,,0.0,,0.0,,0.0,,13.63,,35.91,,33.12,,17.34,,0.0,,0.0,,0.0,,0.0,,0.0,
51-4051.00,Metal-Refining Furnace Operators and Tenders,category_2|category_1|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,35.86,,64.14,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
51-4052.00,"Pourers and Casters, Metal",category_2|category_1|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,20.04,,79.96,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
51-4061.00,"Model Makers, Metal and Plastic",category_2|category_3|category_4|category_5|category_9,,,0.0,,0.0,,0.0,,0.0,,41.0,,37.73,,15.48,,4.96,,0.0,,0.0,,0.0,,0.83,
